"hmid","moment","concepts","agency","social","age","country","gender","married","parenthood","reflection","duration"
109843,"Our dog Abby is used to coming to me in the morning for a treat and she did so again this morning making grumbling sounds and looking at me then the treat box.","animals","no","yes","52.0","USA","m","married","n","24h","at_least_one_hour"
109850,"On the train this morning, someone told me I had a nice smile.","conversation","no","yes","31","USA","m","single","n","24h","a_few_minutes"
109856,"My wife and I finally agreed and decided upon a location to vacation in and a house to rent for the vacation.","vacation","no","yes","44.0","USA","m","married","y","24h","half_a_day"
109875,"I went to my daughter's concert last night and she did a good job singing.","family|career","yes","yes","37","USA","m","married","y","24h","at_least_one_hour"
109876,"My son and I played ball outside and enjoyed the nice weather and bonding time.","weather|family","yes","yes","34","USA","m","married","y","24h","at_least_one_hour"
109877,"I get to work on a volunteer project for a dog rescue I like.","animals","yes","no","35","USA","m","married","y","24h","a_few_minutes"
109883,"I got some extra onion rings with my french fries.","food","yes","no","29.0","USA","m","single","n","24h","a_few_minutes"
109892,"My fiance finally cut his hair this morning and I love when he cuts it because it looks so much nicer and makes me happy.","romance","no","yes","21","USA","f","single","n","24h","a_few_minutes"
109895,"My place of work sent out a letter expressing their intent to hire someone for a full-time position that I have been waiting to apply for.","career","no","no","24","USA","f","single","n","24h","a_few_minutes"
109907,"I got some soda at the store for a great price.","shopping","yes","no","33","USA","m","married","n","24h","a_few_minutes"
109908,"I called off work today and I slept in.","career","yes","no","34","USA","m","married","y","24h","at_least_one_hour"
109923,"Today I prepared one tasty food for my children's.","food","yes","yes","30.0","IND","f","married","y","24h","at_least_one_hour"
109932,"MY BLISSFUL MOMENTS COULD BE DIFFERENT FROM MINE.PERHAPS WHEN I COME HOME, I GET TO GREET THE PET I HAVE MISSED TERRIBLY THAT DAY.","animals","yes","no","27.0","IND","f","single","n","24h","at_least_one_hour"
109962,"I found out there would be a free catered lunch at work today.","food|career","no","no","37","USA","m","married","y","24h","a_few_minutes"
109992,"Getting to go to the grocery store by myself without my kids.","shopping|food","yes","no","37","USA","f","married","y","24h","a_few_minutes"
109995,"When my girlfriend brought me coffee to bed this morning.","romance|food","no","yes","26","SRB","m","single","n","24h","at_least_one_hour"
109998,"Watching a funny video that my boyfriend tagged me in on Facebook.","entertainment","yes","yes","28","USA","f","single","n","24h","a_few_minutes"
110000,"My boss complimented my work ethic after I arrived at work a little bit early!","career","no","yes","21","USA","m","single","n","24h","at_least_one_hour"
110002,"My sister and I were talking and she told me a really funny story about an event that happened to her yesterday and we both laughed for a long time.","family|conversation","yes","yes","23","USA","m","single","n","24h","at_least_one_hour"
110005,"A Great sex with my girlfriend makes me feel awesome","romance","yes","yes","25","IND","m","single","n","24h","all_day_im_still_feeling_it"
110009,"My cheerleader daughter was finally able to master her scorpion pose; she has been working on it for WEEKS!","family","no","yes","34","USA","f","married","y","24h","all_day_im_still_feeling_it"
110023,"My girlfriend bought me a present","romance","no","yes","23.0","USA","m","single","n","24h","at_least_one_hour"
110029,"Bought all the ingredients for a special lunch I want to make.","shopping|food","yes","no","25","VEN","m","single","n","24h","a_few_minutes"
110036,"A couple of friends came to my house to talk, have beers and chicken nuggets.","food","yes","yes","27","GTM","f","single","n","24h","half_a_day"
110039,"I hiked through the Sourland trails in the rain, it was beautiful!","weather|exercise","yes","no","28","USA","m","single","n","24h","half_a_day"
110074,"Today is my brothers birthday and I will get to celebrate it with him at a restaurant for dinner","party","yes","yes","27","USA","m","single","n","24h","at_least_one_hour"
110076,"An event that made me happy was going out shopping with my daughter for her first formal dress.","family|shopping","yes","yes","42.0","USA","f","married","y","24h","half_a_day"
110082,"I arrived home after a full day of work to see and kiss my fiance.","romance","yes","yes","30","USA","m","single","n","24h","a_few_minutes"
110084,"My younger son does not like to eat but he ate his whole dinner last night.","family|food","no","yes","39.0","USA","m","married","y","24h","a_few_minutes"
110100,"My son came to meet me which made me happy","family","no","yes","66","IND","f","married","y","24h","all_day_im_still_feeling_it"
110113,"I woke up to a beautiful sunrise today.","weather","no","no","27.0","USA","m","single","n","24h","a_few_minutes"
110115,"Finding a lost cat.","animals","yes","no","29","USA","m","married","n","24h","all_day_im_still_feeling_it"
110118,"Yesterday my mom and I spent some mom and daughter time together; we went to lunch and Office Depot.","family","yes","yes","31.0","USA","f","single","n","24h","all_day_im_still_feeling_it"
110119,"I have celebrated my marriage anniversary yesterday very happily and joyfully","party|romance|family","yes","yes","49.0","IND","m","married","y","24h","all_day_im_still_feeling_it"
110130,"I was very happy when I was able to get a dozen of my favorite cookies at Subway yesterday.","food|shopping","yes","no","21","USA","f","married","y","24h","all_day_im_still_feeling_it"
110135,"Finished watching Unbreakable Kimmy Schmidt: Season 3.","entertainment","yes","no","32.0","USA","m","single","n","24h","half_a_day"
110140,"I received praised from a client for work I did on a project.","career","no","yes","24.0","USA","m","single","n","24h","at_least_one_hour"
110155,"Watched a movie with friends","entertainment","yes","yes","24","USA","f","single","n","24h","half_a_day"
110157,"I was happy while I was playing with my child.","entertainment","yes","yes","28","USA","m","married","y","24h","at_least_one_hour"
110163,"My daughter said something that sounded like mama.","family","no","yes","30.0","USA","m","married","y","24h","all_day_im_still_feeling_it"
110166,"I grabbed a pizza from a new restaurant and it turned out to be really good.","food","yes","no","26.0","USA","m","single","n","24h","at_least_one_hour"
110180,"I got to listen to some new music.","entertainment","yes","no","48","USA","m","single","n","24h","all_day_im_still_feeling_it"
110185,"ate a very delicious lunch my wife made for me yesterday.","food|family","yes","yes","30.0","USA","m","married","y","24h","at_least_one_hour"
110189,"Petting and cuddling with one of my cats made me happy last night.","animals","yes","no","40","USA","f","divorced","y","24h","all_day_im_still_feeling_it"
110199,"Having an ultrasound in the hospital and seeing my baby move around in my belly, hearing that everything is fine.","family","yes","yes","35","DEU","f","married","y","24h","all_day_im_still_feeling_it"
110204,"My boyfriend's aunt told us a funny story about a client she defended.","romance|family","no","yes","41","USA","f","single","n","24h","a_few_minutes"
110205,"Going for a date with my girl friend","romance","yes","yes","21","IND","m","single","n","24h","at_least_one_hour"
110207,"I went to dinner with my step son and two kids.","family|food","yes","yes","30","USA","f","married","y","24h","all_day_im_still_feeling_it"
110209,"I got an email that said that I now have the Master's qualification on MTurk.","technology","no","no","48.0","USA","f","widowed","y","24h","all_day_im_still_feeling_it"
110225,"An event that made me happy in the last 24 hrs is hearing my 5 month old daughter laughing.","family","yes","yes","29","USA","f","married","y","24h","all_day_im_still_feeling_it"
110242,"I received a call from both my mom and my mother in law checking up on us.","family","no","yes","25","USA","f","married","n","24h","at_least_one_hour"
110247,"I woke up and my dog was at my feet.","animals","yes","no","18.0","USA","m","single","n","24h","a_few_minutes"
110252,"My 13 month old daughter ran up to me last night and gave me a huge hug and kiss just out of the blue.","family","no","yes","32","USA","f","married","y","24h","all_day_im_still_feeling_it"
110274,"I was happy when I went on a date with my girlfriend last night.","romance","yes","yes","34","USA","m","single","n","24h","half_a_day"
110283,"Ate some hershey chocolate after dinner.","food","yes","no","29","USA","m","single","n","24h","a_few_minutes"
110293,"HOLIDAY VACATION WITH MY  FRIENDS","vacation","no","yes","31","IND","f","married","y","24h","all_day_im_still_feeling_it"
110302,"HOLIDAY VACATION WITH MY FRIENDS","vacation","yes","yes","33","IND","m","married","y","24h","half_a_day"
110309,"HOLIDAY VACATION WITH MY FRIENDS","vacation","yes","yes","32","IND","m","married","y","24h","half_a_day"
110312,"HOLIDAY VACATION WITH MY FRIENDS","vacation","yes","yes","32","IND","f","married","y","24h","half_a_day"
110344,"When I went to see my girlfriend which I have not seen in over a month, we went to see Guardians of The Galaxy 2.","romance|entertainment","yes","yes","27.0","USA","m","single","n","24h","half_a_day"
110366,"I ate a bowl full of strawberries.","food","yes","no","25","USA","m","single","n","24h","a_few_minutes"
110368,"My baby son got his first toys and he's laughing much more than usual","family","no","yes","29","USA","m","single","y","24h","all_day_im_still_feeling_it"
110373,"I watched an amazing though provoking movie.","romance","yes","no","33.0","USA","f","married","y","24h","half_a_day"
